companyName,SN,,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2
 力銘,3593,,-8.2,-7.5,-3.42,-21.54,-12.68,-10.73,-3.37,-17.53,-9.53,-9.8,-2.46,-31.29,-26.3,-13.7,-4.7,-12.66,-6.56,-3.4
 磐儀,3594,,-1.8,0.37,0.14,3.62,-0.62,-0.67,-2.19,10.49,5.89,4.37,1.48,10.54,7.75,6.09,0.95,6.65,2.89,3
 智易,3596,,13.12,9.3,2.99,7.66,4.38,0.44,0.09,11.6,8.54,5.86,3.24,11.11,9.46,7.62,3.22,7.66,4.22,2.78
 宏致,3605,,2.35,0.51,0.08,3.57,2.48,0.25,0.65,11.33,10.14,6.44,1.63,5.29,2.72,1.03,-0.25,6.61,6.03,3.85
 谷崧,3607,,-4.55,-3.52,-2.05,9.43,7.37,5.26,3.11,10.44,4.11,1.76,0.04,7.09,3.5,2.89,2.11,5.44,0.73,-1.12
 東林,3609,,-0.63,-0.45,-2.23,-14.43,-2.31,-1.96,-0.82,-2.96,-1.23,-0.92,-0.6,0.2,-1.17,-1.14,-1.26,-8.21,-4.04,-2.68
 鼎翰,3611,,19.8,13.85,5.04,32.91,27.5,17.49,6.21,34,25.29,17.43,7.71,35.76,29.61,21.02,9.88,27.99,21.54,14.73
 安可,3615,,0.76,-0.63,-0.72,1.02,1.25,0.03,-0.15,-2.38,-1.78,-1.86,-1.49,0.21,2.18,2.61,1.9,7.3,3.28,0.46
 碩天,3617,,13.35,9.05,2.92,16.55,12.71,4.6,0.85,13.1,8.73,3.84,2.05,12.79,9.24,5.38,3.18,12.7,9.79,6
 洋華,3622,,-3.08,-2.02,-1.4,-41.31,-8.92,-7.63,-3.09,-23.82,-11.44,-5.39,-2.57,-14.78,-1.13,2.01,2.19,-3.47,-5.18,-5.47
 富晶通,3623,,20.55,14.89,6.98,24.78,16.46,10.94,5.64,28.53,23.04,15.75,7.84,14.41,9.64,6.08,2.96,2.17,0.83,-0.43
 光頡,3624,,2.62,2.59,0.72,6.02,5.66,2.38,0.93,6.67,4.17,1.24,0.7,8.97,6.9,5.27,2.79,8.66,7.07,4.3
 西勝,3625,,10.89,3.62,0.23,0.25,-1.56,-2.29,-1.78,-22.92,-23.49,-25.05,-4.88,-17.53,-12.25,-8.43,-3.62,0.26,3.64,-4.88
 盈正,3628,,2.39,1.96,-0.86,10.2,7.76,6.17,3,12.64,9.33,5.24,2.67,9.25,6.29,4.28,1.48,6.82,4.74,3.45
 群富通,3629,,-71.95,-37.19,-10.83,-102.7,-68.74,-81.65,-30.04,-83.45,-36.29,-28.64,-7.65,-31.52,-20.56,-2.16,-10.25,-49.52,-45.23,-25.66
 新鉅科,3630,,-24.04,-15.67,-7.91,-27.04,-20.8,-14.73,-7.48,-12.66,-7.27,-2.39,0.64,6.06,0.61,-2.55,-2.67,-8.36,-6.45,-4.98
 晟楠,3631,,0.31,0.29,0.89,-26.34,-7.92,-4.37,-2.12,3.46,4.16,2.13,1.28,9.96,6.38,3.58,2.94,10.5,7.62,6.07
 研勤,3632,,-16.23,-6.69,-2.07,11.5,10.15,3.33,1.25,-10.34,-11.07,-8.38,-0.97,3.19,4.58,5.09,2.77,5.39,3.52,2.44
 駿熠電,3642,,-11.14,-7.6,-4.29,-23.86,-22.19,-1.89,-0.8,2.66,1.91,-0.57,-0.96,-3.53,-0.91,0.95,1.08,2.17,1.08,1.38
 達邁,3645,,6.19,-0.5,-2.27,7.07,6.78,3.99,2.56,11.7,7.16,2.44,0.3,5.12,4.1,1.78,0.6,9.75,9.46,7.79
 艾恩特,3646,,6.91,4.2,0.52,0.92,1.86,-2.49,-1.35,-4.76,-2.01,-1.34,-1.27,3.33,3.97,1.37,1.16,-3.3,-4.29,-5.27
 精聯,3652,,1.97,0.27,-0.64,3,0.85,0.7,0.6,2.97,2.25,1.53,0.33,2.03,0.54,-0.63,-1.89,0.58,-1.92,-2.25
 健策,3653,,3.44,2.78,0.89,5.06,5.03,2.43,1.08,9.03,7.37,4.89,1.87,6.65,4.27,0.77,0.08,5.39,5.15,3.84
 世芯-KY,3661,,-9.82,-8.68,0.31,4.6,1.91,-1.51,-2.04,9.52,11.2,6.55,3.11,7.16,0.99,-5.04,-5.28,0.6,,0.67
 樂陞,3662,,,0.88,-0.28,11.09,8.34,-0.48,-1.87,10.94,2.7,-6.98,-3.96,3.1,-11.48,-4.4,-2.37,23.51,2.19,-18.92
 鑫科,3663,,4.29,2.91,1.1,-18.55,-12.81,-4.51,-2.45,0.89,0.17,-0.32,0.35,-1,-0.33,-0.22,0.21,5.31,3.75,1.83
 安瑞-KY,3664,,-8.53,-6.78,-3.74,-10.76,-11.47,-8.31,-6.82,-2.6,-5.51,-1.85,-2.21,3.88,-5.2,-6.26,-7.64,-11.54,-10.96,-8.56
 貿聯-KY,3665,,13.18,8.42,3.64,17.85,13.06,8.45,4.11,16.27,12.39,7.88,2.85,18.22,14.37,9.43,3.39,11.98,8.79,5.79
 光耀,3666,,1.08,1.98,1.71,2.22,-2.44,-3.89,-1.76,26.07,24.19,13.79,6.74,31.19,26.46,22.78,8.88,12.95,,1.75
 圓展,3669,,4.33,1.82,0.14,-1.08,-0.75,-1.53,-1.54,0.84,2.07,1.57,0.15,-1.88,-0.48,-0.15,0.06,1.53,2.08,0.33
 康聯訊,3672,,11.12,7.36,3.32,21.98,18.79,12.24,7.33,31.26,26.44,21.26,12.63,21.76,,10.66,,4.78,,-2.2
 TPK-KY,3673,,-6.04,-8.31,0.05,-51.69,-54.84,-3.46,-2.21,1.25,0.86,1.25,0.37,17.28,20.38,18.05,10.36,38,27.92,18.61
 德微,3675,,6.99,4.67,1.83,10.28,8.2,4.9,2.29,6.94,5.17,2.74,1,-2.63,-1.89,-1.33,-1.39,-5.05,-2.57,-0.88
 新至陞,3679,,8.82,5.1,1.77,7.07,4.03,1.18,0.13,6.22,4.41,2.58,1.25,6.26,4.32,1.73,0.87,9.29,6.81,4.92
 家登,3680,,-1.52,-1.88,-2.48,0.61,-1.67,-3.58,-2.11,2.66,1.96,1.19,1.02,1.79,-3.41,-4.23,-1.82,16.22,12.31,9.01
 亞太電,3682,,-9.52,-5.91,-2.17,-4.16,-5.66,-3.09,-0.88,-23.34,1.06,1.12,0.9,5.22,4.65,3.64,1.85,9.73,,6.35
 榮昌,3684,,10.74,7.66,2.8,27.44,20.47,10.56,3.53,21.65,15.94,9.21,4.41,17.34,11.68,8.7,5.64,18.9,,9.88
 元創精密,3685,,2.57,1.75,-0.23,-23.13,4.71,3,1.79,-13.61,-15.75,-10.95,-3.23,6.86,6.86,2.84,1.16,1.46,1.09,-1.83
 達能,3686,,-8.89,-3.32,-1.64,-12.83,-8.45,-6.03,-2.75,-11.58,-7.46,-4.34,-1.96,-15.1,-11.06,-7.58,-4,-17.31,-11.65,-7.08
 歐買尬,3687,,-13.72,-7.16,-2.23,-6.34,-3.62,-1.85,-2.5,-24.25,-11.17,-8.07,-3.25,-7.37,-4.58,-1.4,0.28,9.68,10.44,11.96
 湧德,3689,,3.14,1.03,0.37,6,5.08,3.96,2.19,19.35,15.69,9.28,3.77,23.27,18.87,12.98,5.83,24.8,21.57,13.11
 碩禾,3691,,21.75,14.67,8.21,40.5,31.54,15.57,6.87,35.13,24.55,16.52,9.69,18.74,12.43,10.17,5.9,18.79,16.38,13.69
 營邦,3693,,3.41,1.08,0.51,19.08,16.53,9.77,6.36,22.95,17.32,11.16,6.9,25.12,24.45,17.2,8.72,20,,6.24
 海華,3694,,3.97,1.06,0.88,2.49,-1.81,-7.18,-5.42,-31.17,-23.13,-24.63,-4.57,-11.98,-8.79,-5.72,-2.78,-6.01,-1.52,-0.63
 隆達,3698,,-1.29,-1.04,-0.13,1.87,1.62,1.37,1.07,4.6,4.12,1.57,0.17,9.31,9.04,7.36,4.38,3.53,2.83,1.6
 大眾控,3701,,5.18,2.15,0.96,-18.09,-7.63,-5.24,0.05,-15.28,-8.76,-11.62,-9.7,-14.22,-9.82,-7.2,-4.63,-15.84,-3.73,-3.82
 大聯大,3702,,10.43,6.6,3.22,11.64,9.04,5.86,3.07,13.67,10.94,7.37,3.4,12.2,9.79,6.38,2.66,11.73,9.31,5.72
 欣陸,3703,,-0.83,-1.88,-0.03,2.76,1.36,2.02,2.26,-4.99,5.61,4.03,-0.5,4.88,1.29,-0.38,-0.04,7.96,4.44,3.77
 合勤控,3704,,1.59,2.28,1.91,-6.89,-5.77,-6.79,-4.58,1.79,2.89,2.62,0.51,3.58,0.86,-1.21,-1.1,-0.28,-1.6,-1.8
 永信,3705,,8.67,7.28,2.23,14.85,9.94,6.37,3.31,12.62,9.92,6.6,3.16,11.05,7.49,5.06,2.52,7.76,6.09,4.71
 神達,3706,,4.74,2.36,0.49,5.34,4.39,2.96,1.34,2.43,1.59,0.9,-0.12,1.89,0.25,,,,,
 漢磊,3707,,-10.57,-6.1,-3.76,-21.33,-12.09,-6.41,-3.34,-4.24,,,,,,,,,,
 上緯投控,3708,,0.09,,,,,,,,,,,,,,,,,
 永日,4102,,-12.04,-5.98,-2.47,-5.07,-4.34,-5.37,-3.54,-11.01,-8.56,-7.5,-3.91,-9.86,-7.88,-1.48,-0.67,0.45,1.11,1.55
 百略,4103,,12.17,4.93,2.17,19.45,14.46,5.33,2.72,19.82,13.59,5.35,2.36,21.68,18.33,9.61,4.6,19.99,18.28,7.3
 佳醫,4104,,4.61,3.24,1.83,5.84,4.35,3.01,1.29,4.8,3.89,2.63,1.3,4.66,4.42,2.99,0.96,5.7,5.04,3.22
 東洋,4105,,16.12,12.54,5.27,24.14,11.62,6.69,2.21,18.12,4.77,2.42,1.4,14.75,14.18,14.07,12.04,17.38,13.75,13.28
 雃博,4106,,6.64,4.97,2.81,9.56,7.11,5.74,3.2,10.44,8.95,6.28,3.24,8.17,5.71,4.78,2.51,13.4,11.21,8.12
 邦特,4107,,14.08,10.09,4.71,16.71,13.52,7.95,3.74,16.63,12.35,8.15,3.74,14.88,12.47,8.19,3.69,13.18,9.34,5.84
 懷特,4108,,-7.04,-5.38,-2.85,-10.34,-8.17,-6.22,-3.37,-13.55,-9.31,-5.9,-1.44,-6.96,-2.46,-0.79,0.28,-5.15,-4.77,-3.52
 穆拉德,4109,,0.76,1.29,1.26,4.28,2.48,1.49,1.02,0.8,0.72,0.6,0.33,1.92,0.07,-0.81,-0.04,1.96,1.47,0.78
 濟生,4111,,4.7,2.6,0.93,3.93,3.75,1.94,0.64,7.58,7.31,4.46,2.18,10.67,7.01,3.76,1.2,8.43,6.99,5.07
 聯上,4113,,1.1,1.11,0.58,7.79,5.27,1.85,1.16,28.92,25.57,9.17,3.86,28.22,13.12,11.07,4.72,24.87,25,9.96
 健喬,4114,,3.67,4.23,4.69,-0.92,0.3,0.28,0.31,2.3,2.35,1.94,1.24,3.36,2.77,1.78,0.72,5.67,5.54,4.16
 明基醫,4116,,3.13,2.27,0.91,13.94,18.68,17.67,1.87,13.02,9.46,5.22,1.56,8.07,,3.01,,5.66,,2.22
 旭富,4119,,13.2,10.13,5.52,14.99,12.97,9.32,4.08,12.33,10.24,7.53,3.03,9.65,7.51,8.13,4.2,16.25,11.93,8.07
 友華,4120,,7.36,5.68,4.27,4,3.67,3.11,3.2,3.78,3.61,2.44,1.47,13.41,15.21,12.62,3.63,5.77,4.92,3.06
 優盛,4121,,-2.39,-1.5,-0.57,-5.3,-2.21,-1.83,-1.05,-0.47,-0.31,0.15,0.35,0.9,1.86,2.46,3.57,2.39,2.6,0.84
 晟德,4123,,1.5,0.11,0.23,3.99,-0.93,-2.94,-1.34,8,0.26,2.36,0.46,1.59,0.7,-2.02,-0.59,2.16,-0.94,-1.98
 太醫,4126,,13.13,9.54,5.01,18.18,12.6,6.33,3.62,18.55,12.92,8.52,4.94,19.49,15.69,11.55,5.55,19.89,15.31,10.1
 天良,4127,,-2.98,-0.55,0.55,5.96,6.23,5.52,3.56,7.61,5.78,3.89,2.09,6.3,5.66,4.49,1.7,5.04,4.19,4.31
 中天,4128,,-3.13,-2.45,-1.45,-3.06,-3.14,-2.16,-1.14,-2.42,-2.35,-1.87,-1.12,-2.09,-0.89,-0.11,0.67,-0.51,-0.82,0.01
 聯合,4129,,6.27,6.86,4.56,9.61,10.13,6.8,1.75,8.78,6.03,4.21,3.13,2.91,3.34,4.48,2.37,5.45,4.62,4.87
 健亞,4130,,1.63,1.26,1.03,2.8,3.41,2.14,1.55,6.53,6.85,4.6,2.23,4.48,4.33,2.97,1.26,6.57,6.64,1.96
 晶宇,4131,,-12.05,-7.33,-3,-9.88,-9.3,-6.67,-2.55,-11.11,-9.88,-5.92,-1.72,-19.75,-14.92,-5.58,-1.77,-12,-8.45,-6.25
 亞諾法,4133,,3.11,2.4,1.25,3.75,2.91,2.19,0.05,5.34,3.48,2.15,1.11,5.93,4.93,3.68,2.01,6.15,4.87,3.43
 麗豐-KY,4137,,16.28,12.8,7.92,32.08,21.4,12.79,5.15,24.01,17.83,12.47,5.97,35.03,45.18,30,13.77,82.03,28.08,
 曜亞,4138,,7.52,5,2.41,9.83,7.81,5.07,2.03,9.56,6.89,5.14,2.1,3.5,1.4,1.2,0.72,10.8,11.47,10.2
 馬光-KY,4139,,-12.83,-8.81,-4.13,-14.09,-9.36,-6.11,-3.6,-5.72,-2.9,0.78,3.13,-7.57,-5.44,-8.25,-1.09,3.13,2.57,3.36
 龍燈-KY,4141,,5.19,5.75,4.53,-3.33,-9.57,-4.62,-6.79,7.15,4.4,4.3,1.32,6.68,1.17,-2.62,-1.99,12.78,6.69,3.55
 國光生,4142,,-11.77,-7.82,-4.2,-19.19,-10.48,-5.63,-3.47,-16.04,-9.74,-5.5,-4.59,-17.22,-11.77,-8.61,-4.59,-16.45,-11.27,-7.43
 康聯-KY,4144,,9.49,5.75,3.1,11.31,9.83,7.03,3.84,14.23,11.7,8.97,4.48,14.75,16.02,11.76,6.11,17.95,14.85,10.55
 中裕,4147,,-3.59,-2.58,-1.15,-14.02,-21.57,-9.9,-3.44,-22.65,-15.72,-9.29,-5.3,-32.65,,-9.94,,-27.93,,-9.24
 台微體,4152,,-24.45,-13.4,-6.82,-24.32,-18.49,-11.65,-5,-19.01,-12.45,-7.5,-3.67,-17.88,-10.63,-4.94,-0.68,-29.91,-4.72,-12.22
 鈺緯,4153,,0.31,1.92,-0.34,19.84,16.71,8.6,3.2,29.06,20.98,12.05,5.96,21.49,18.52,13.12,7.04,11.67,8.56,2.86
 康樂-KY,4154,,11.87,-1.24,3.53,-8.54,-3.38,0.28,0.92,7.29,0.66,1.32,1.1,3.53,5.98,4.12,1.41,20.15,14.25,10.56
 太景*-KY,4157,,-33.13,-20.84,-14.8,-63.84,-41.64,-25.41,-10.44,-80.27,-51.67,-31.39,-8.95,-165.62,-79.36,-35.15,-12.93,-105.73,,
 創源,4160,,-0.5,-1.13,0.01,-4.04,-1.04,-0.09,-1.19,-7.35,-2.81,-0.69,0.16,-13.44,-10.59,-6.61,-3.06,-5.6,-0.99,0.53
 聿新科,4161,,0.12,0.07,-0.78,2.85,1.87,1.7,0.99,3.66,2.39,2.59,2.55,15.05,8.36,3.74,0.66,2.94,-3.22,-6.26
 智擎,4162,,2.31,5.22,-1.37,12.95,13.93,12.7,-1.11,4.38,5.53,-1.39,-0.34,-5.41,-5.61,-1.68,-0.65,4.35,5.47,18.51
 鐿鈦,4163,,18.89,14.51,5.35,22.04,16.13,8.38,5.02,26.01,20.94,13.4,5.72,22.47,18.24,12.48,5.65,19.31,19.69,8.88
 承業醫,4164,,0.7,0.41,0.16,4.34,2.51,1.03,-1.16,5.64,3.38,2.59,0.77,6.88,5,2.46,0.11,12.79,9.75,5.43
 展旺,4167,,-12.35,-9.57,-7.64,-34.23,-21.84,-15.76,-9.49,-26.48,-19.08,-8.93,-5.07,-17.17,-10.95,-8.1,,-34.92,,-18.99
 醣聯,4168,,-3.05,-1.95,-0.67,-3.56,-2.43,-1.5,-0.76,-1.82,-1.51,-1.08,-0.5,-1.34,-2.2,-2.62,-1.06,1.75,-6.18,-3.66
 瑞基,4171,,-5.38,-2.53,-1.99,-7.07,-4.18,-5.91,-3.89,-10.36,-7.9,-9.39,-6.19,-22.93,-15.7,-10.99,-6.15,-9.34,,-4.41
 久裕,4173,,1.76,1.48,0.49,2.34,1.72,1.42,0.46,3.23,2.72,1.76,0.72,7.31,8.53,5.69,2.35,10.43,,4.95
 浩鼎,4174,,-12.32,-6.75,-5.06,-21.82,-15.48,-12.38,-8.34,-39.55,-27.35,-18.18,-6.13,-31.79,-22.87,-27.59,,-38.15,,-13.78
 杏一,4175,,11.61,8.3,4.09,18.59,14.29,9.93,5.25,19.06,13.52,9.14,6.44,30.19,24.13,16.6,9.18,12.38,,3.66
 安成藥,4180,,-10.33,-6.35,-3.65,-8.31,-6.22,-6.43,-7.79,-22.46,-13.94,-10.8,-3.87,-17.97,-26.4,-27.24,-12.56,-58.78,,-24.32
 安克,4188,,-7.92,-5.63,-4.17,-19.75,-14.31,-9.62,-5.78,-15.92,-10.68,-5.68,-2.58,-10.04,-9.83,-4.17,,-20.18,,-14.37
 佐登-KY,4190,,12.89,8.35,3.72,29.35,28.72,20.1,8.48,40.29,31.21,19.58,7.94,48.79,41.18,,,29.9,,
 杏國,4192,,-18.07,-14.69,-6.1,-20.94,-19.39,-10.22,-5.35,-31.98,-37.17,-19.56,-7.05,-27.57,,,,-43.34,,
 環瑞醫,4198,,-33.51,-20.88,-10.69,-31.65,-22.78,-16.39,-8.61,-29.84,-27.53,-15.94,-8.23,,,-39.51,,-290.74,,
 中華食,4205,,13.43,8.57,3.97,15.24,11.58,6.82,2.94,11.89,9.08,5.51,2.68,11.94,9.12,6.23,2.62,13.21,10.61,7.4
 環泰,4207,,4.41,1.96,0.23,1.12,0.61,0.68,-0.11,3.4,4.42,2.92,1.29,12.27,11.28,5.84,3.4,12.6,10.64,6.43
 信立,4303,,1.81,1,0.68,7.38,6.28,2.93,0.36,10.09,8.48,5.28,1.86,5.29,3.48,1.72,-0.24,-1.19,0.03,-0.74
 勝昱,4304,,-6.71,-2.18,1.16,-20.59,-11.06,-6.28,-2.76,-27.76,-21.98,-16.56,-8.72,-19.61,-13.77,-10.56,-5.58,-5.6,-7.19,-2.67
 世坤,4305,,11.48,9.21,3.55,17.65,12.84,7.86,2.92,14.7,10.66,7.57,3.83,16.74,13.25,9.73,4.34,16.86,13.35,9.16
 炎洲,4306,,-0.51,0.54,0.97,3.82,3.54,2.37,-0.78,3.46,4.16,1.66,0.99,9.49,9.08,7.4,3.69,5.76,4.88,4.16
 東隆興,4401,,16.3,10.94,4.91,22.53,17.67,12.32,4.45,18.7,15.4,10.38,4.7,29.03,21.59,14.37,6.35,14.44,10.62,6.06
 福大,4402,,30.74,-52.14,-25.09,-87,-52.72,-28.81,-11.91,-35.69,-20.33,-11.52,-5.7,-33.69,-25.32,-16.96,-6.73,-28.76,-20.88,-11.15
 新昕纖,4406,,1.14,1.86,-0.38,0.22,0.05,0.05,-1.63,-2.98,-1.85,-0.47,-0.97,-3.8,-2.35,-0.44,-0.36,-2.85,-3.32,-1.99
 飛寶,4413,,-6.15,-6.48,-5.89,20.14,16.35,-7.83,-7.9,-38.41,-33.98,-20.32,-0.5,-109.18,-92.2,-42.36,-305.31,-124.84,-125.85,-126.43
 如興,4414,,-12.53,-5.31,-3.71,-35.59,-9.06,-6.87,-3.35,2.18,2.76,2.99,5.07,11.14,9.72,6.46,2.97,7.91,8.88,3.67
 台原藥,4415,,-101.38,-173.55,-74.68,-297.6,-29.35,-80.88,-37.55,-354.44,-141.47,-46.47,-42.06,-62.09,-48.07,-22.72,-11.17,-55.2,-54.84,-41.05
 三圓,4416,,-2.3,-1.33,-0.17,24.27,24.02,24.48,1.44,17.75,19.88,15.55,2.11,2.86,1.97,2.04,1.08,55.19,51.69,42.63
 金洲,4417,,16.03,10.21,3.64,14.83,12.68,8.71,4.84,11.08,7.35,3.67,1.83,9.54,7.17,4.18,3.03,23.91,22.43,4.86
 松懋,4419,,-43.04,-17.68,-28.46,-74.98,-19.24,-15.08,-8.06,-33.26,-22.97,-10.08,-4.82,-36.43,-18.49,-4.45,-1.32,-6.4,-6.05,-3.69
 光明,4420,,2.18,1.37,1.29,19.17,17.01,16.18,1.29,6.32,4.08,2.59,-0.5,0.39,0.42,0.59,0.8,3.87,3.37,2.65
 利勤,4426,,24.78,15.5,11.6,35.27,27.61,17.97,9.13,20.38,12.23,6.25,4.2,17.54,12.1,8.69,4.91,15.16,12.25,7.25
 聚紡,4429,,0.99,1.1,1.56,1.43,3.98,2.28,1.39,1.94,2.6,2.61,0.68,2.93,2.77,2.17,0.46,3.61,4.06,4.05
 耀億,4430,,2.03,2.12,1.67,6.54,5.59,4.18,1.88,7.01,5.63,4.94,1.9,7.64,7.22,6.3,3.14,8.04,6.61,5.82
 銘旺實,4432,,9.32,7.79,4.2,17.8,15.23,7.96,4.91,19.63,16.01,10.57,6.89,18.32,14.96,12.56,8.55,21.34,16.3,10.56
 興采,4433,,4.26,4.24,0.86,10.25,8.37,7.58,0.07,5.97,7.61,6.9,3.34,16.85,17.92,16.12,6.22,16.67,,15.45
 廣越,4438,,14.77,1.81,-1.88,21.16,19.84,3.43,,26.34,,,,28.64,,,,,,
 健信,4502,,2.57,2.42,0.15,1.16,-14.84,1.17,-3.48,-32.45,-23.51,-13.52,-7.85,-35.79,-26.1,-14.9,-7.45,-16.74,-10.61,-5.03
 金雨,4503,,5.01,4.95,2.7,-1.22,0.79,0.05,-0.57,-11.07,-8.05,-5.95,-4.03,-10.23,-5.07,-2.86,-3.42,-0.88,-10.03,-6.45
 崇友,4506,,15.29,11.45,6.2,14.45,13.19,8.67,3.98,10.85,8.07,5.36,2.31,9.51,8.85,6.28,3.71,9.18,7.35,5.41
 高鋒,4510,,3.01,1.6,0.03,6.04,6.8,3.58,2.33,10.46,7.52,5.18,3.96,10.62,8.02,4.7,1.04,1.67,2.09,1.86
 福裕,4513,,-6.66,-3.41,-2.24,12.48,15.43,1.01,1.02,5.38,3.53,2.41,0.4,-2.47,-3.16,-1.74,-0.85,5.55,6.68,5.87
 永彰,4523,,0.8,-0.16,-0.7,-0.07,-1.33,-0.55,-0.73,1.78,0.78,0.57,0.7,2.15,1.49,1.17,1.47,1.09,2.71,1.22
 東台,4526,,-0.24,0.24,-0.4,5.06,4.63,0.98,0.09,11.59,9.96,5.53,3.04,6.99,5.48,3.53,0.73,5.83,4.33,2.75
 方土霖,4527,,11.07,5.44,1.24,14.16,7.99,4.77,1.85,14,11.02,7.15,2.51,15.02,8.55,4.22,0.84,14.23,10.39,5.38
 江興鍛,4528,,9.57,6.22,2.96,16.91,13.08,9.44,5.2,15.44,10.27,5.71,2.99,13.3,9.88,6.58,3.31,11.75,10.11,7.7
 昶洧,4529,,-7.61,-4.16,-3.06,-8.41,-3.73,-9.63,-4.65,-14.09,-8.63,-3.43,-0.8,11.69,13.29,14.44,-0.47,-5.69,-4.44,-4.78
 宏易,4530,,58.16,-9.51,-8.77,-31.39,-1.29,-13.39,-7.55,-22.51,-15.47,-11.14,-5.45,-33.4,-13.02,-5.26,-2.72,-38.02,-9.86,-4.51
 瑞智,4532,,12.06,9.39,3.37,9.08,8.05,5.84,2.66,12.57,10.69,7.36,3.45,12.58,9.61,6.76,2.77,14.74,11.31,8.02
 協易機,4533,,6,4.15,2.11,3.25,3.26,2.63,0.32,7.65,6.52,5.9,2.98,9.28,6.92,5.24,2.94,5.84,4.61,4.39
 慶騰,4534,,10.08,3.1,-0.15,4.83,2.86,-0.66,-1.29,8.6,6.51,3.76,0.11,9.88,6.16,3.55,-0.12,-8.29,-5.44,-4.89
 至興,4535,,8.62,5.66,2.99,11.16,8.5,4.98,2.27,10.16,7.91,5.69,3.27,10.02,7.57,5.4,2.54,10.16,8.18,6.23
 拓凱,4536,,11.54,7.52,3.57,11.74,9.3,4.79,1.24,12.61,9.52,4.65,1.3,15.57,15.6,10.92,5.26,14.94,,3.93
 晟田,4541,,-0.92,0.32,-0.83,4.34,3.33,1.8,0.56,8.9,7.08,5.23,2.78,11.13,7.32,5.33,1.27,5.61,,
 科嶠,4542,,-11.44,-7.52,-5.96,-1.79,2.11,0.48,1.06,24.37,19.4,15.44,9.8,27.93,20.67,14.13,6.14,31.55,,10.26
 萬在,4543,,2.46,1.89,0.51,7.91,6.82,3.48,2.87,14.47,12.26,9.42,,11.5,,5.19,,10.88,,8.06
 銘鈺,4545,,8,6.39,2.27,35.47,31.71,19.01,10.91,42.75,33.61,16.84,7.3,27.26,,6.31,,16.99,,
 桓達,4549,,8.74,6.25,3.9,10.82,8.43,5.46,2.13,19.17,17.25,11.89,4.03,21.9,,,,23.6,,
 長佳,4550,,11.6,9.21,2.9,7.14,6.38,5.21,1.49,11.92,6.95,3.92,0.83,16.35,,2.83,,21.84,,-0.73
 智伸科,4551,,12.3,8.42,3.88,11.95,8.57,5.8,2.17,15.6,12.39,8.84,4.56,11.91,,7.25,,8.2,,
 力達-KY,4552,,18.76,14.78,7.71,32.82,25.23,17.45,8.31,43.93,35.57,24.43,15.47,82.29,,,,,,
 橙的,4554,,7.59,6.25,1.67,14.45,11.68,6.41,3.55,19.22,,8.81,3.19,31.62,,13.33,,32.03,,
 氣立,4555,,4.74,3.2,0.8,9.35,9.73,5.79,1.65,14.41,11.6,7.15,2,18.64,,10.27,,29.06,,
 旭然,4556,,1.63,1.62,0.17,5,3.4,0.67,0.24,8.43,5.27,4,0.49,12.43,,,,6.57,,
 永新-KY,4557,,13.09,8.61,2.86,16.96,15.63,8.34,2.76,22.68,17.19,11.06,4.52,29.5,,,,,,
 唐鋒,4609,,4.5,-0.16,-0.24,-4.1,-2.14,-11.16,-4.72,-6.96,-2.37,-3.48,-2.57,-4.46,-2.41,-2.19,-1.79,-8.69,-3.64,-4.18
 中美實,4702,,-2.64,-1.97,-1.07,2.54,3.09,2.79,1.94,3.89,0.58,-0.62,0.29,-0.13,-0.81,0.33,1.28,-1.02,-2.58,-0.84
 大恭,4706,,9.11,6.25,2.5,7.98,4.72,2.17,0.92,5.8,4.82,2.68,1.67,7.72,6.32,3.72,1.57,6.24,5.28,2.93
 磐亞,4707,,5.14,2.99,1.37,5.61,5.23,3.65,2.23,10.19,10.76,10.39,3.05,9.31,7.83,5.45,2.54,9.29,7.03,4.44
 永純,4711,,6.83,4.99,2.04,4.02,2.42,0.86,0.61,2.53,1.69,1.45,1,3.5,1.87,1.69,0.87,4,3.31,3.17
 南璋,4712,,-7.45,-6.28,-2.93,-17.52,-3.65,-2.66,-1.05,-25.58,-17.68,-3.93,-2.48,-67.11,-55.77,-48.8,-87.57,19.67,19.51,22.35
 永捷,4714,,3.06,1.07,0.56,1.94,2.23,1.67,1.07,2.01,1.74,2.03,2.41,6.18,3.65,2.6,1.65,0.5,1.53,2.71
 大立,4716,,2.54,1.91,0.51,4.75,2.72,1.58,0.98,4.31,2.43,1.53,1,5.47,4.38,3.14,1.63,8.37,6.84,4
 德淵,4720,,4.69,3.26,1.38,9.57,8.04,4.42,1.6,8.48,5.4,1.73,0.23,5.49,4.53,4.22,1.1,8.07,6.49,4.36
 美琪瑪,4721,,8.58,6.64,3.29,10.55,8.72,2.96,1.64,10.67,8.21,6.62,4.32,7.9,5.08,2.19,0.4,5.97,5.81,3.23
 國精化,4722,,12.58,9.17,4.28,18.24,13.46,7.43,3.29,10.2,6.23,2.94,1.34,9.16,6.82,4.02,2.31,14.49,9,4.76
